dateTime,foods-log-caloriesIn,foods-log-water,activities-calories,activities-caloriesBMR,activities-steps,activities-distance,activities-minutesSedentary,activities-minutesLightlyActive,activities-minutesFairlyActive,activities-minutesVeryActive,activities-activityCalories,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-awakeningsCount,sleep-minutesAwake,sleep-minutesToFallAsleep,sleep-minutesAfterWakeup,sleep-efficiency,body-weight,body-bmi,body-fat
3/28/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
3/29/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
3/30/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
3/31/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/1/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/2/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/3/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/4/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/5/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/6/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/7/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/8/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/9/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/10/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/11/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
4/12/2013,0,0,1479,1479,0,0,1440,0,0,0,0,,0,0,0,0,0,0,0,67.132,23.20176315,0
